Tweet_ID,Created_Date,Text,Likes,Retweets,Elapsed (Hours),Like Score,Retweet Score
1407601515095752705,2021-06-23 07:28:47+05:30,@DC_Ranchi @ICICIFoundation @MoHFW_INDIA @HemantSorenJMM @JharkhandCMO @BannaGupta76 @DDC_Ranchi @prdjharkhand Thank you for your kind words @DC_Ranchi. #ICICIBank &amp; #ICICIFoundation stand in solidarity with the citizens and are committed to assist the authorities during this challenging time.,2,1,203.60799883805555,0.00982279680274618,0.00491139840137309
1407601457696624642,2021-06-23 07:28:34+05:30,Thank you for your kind words @DC_Ranchi. #ICICIBank &amp; #ICICIFoundation stand in solidarity with the citizens and are committed to assist the authorities during this challenging time. https://t.co/QTWP6zjKZ3,25,2,203.61160994916665,0.12278278240735614,0.009822622592588492
1407541421276549124,2021-06-23 03:30:00+05:30,"Say goodbye to multiple payment apps! #iMobilePayByICICIBank is the one-stop solution for all your payment needs. Watch the video to know more. 

Download: https://t.co/8oiFFXwFLy  

#StaySafeBankSafe #BankFromHome https://t.co/Haxw0dkZ5T",20,1,207.58772106027777,0.09634481219721348,0.0048172406098606745
1407375327131705345,2021-06-22 16:30:00+05:30,"It’s never too late to start practicing #SafeBanking! Keep these simple steps in mind and fraudsters at bay. Know more: https://t.co/xP2tObNJev

#KnowTheDifference #iPledgeSafeBanking https://t.co/Z4OJfUJVfZ",20,2,218.58772106027777,0.09149644775556628,0.009149644775556628
1407325126048186369,2021-06-22 13:10:31+05:30,@BSF_India @ICICIFoundation @PIBHomeAffairs @moayush @MoHFW_INDIA @mygovindia Thank you @BSF_India. We are committed to assist the security forces of the country.,8,4,221.9124432825,0.03605025424291239,0.018025127121456194
1407325092141355008,2021-06-22 13:10:23+05:30,Thank you @BSF_India. We are committed to assist the security forces of the country. https://t.co/yTMWVjFMzo,23,1,221.9146657813889,0.10364344293791564,0.004506236649474593
1407314929804251143,2021-06-22 12:30:00+05:30,"#StaySafeBankSafe and check your UPI ID linked account balance from the comfort and safety of your home in a few simple steps. Watch the video to get started! #BankFromHome
https://t.co/esvDyG86hk",15,1,222.58772133694444,0.0673891619443536,0.00449261079629024
1407299829466685443,2021-06-22 11:30:00+05:30,"Say hello to #ICICIBank’s all-new initiative for the entire corporate ecosystem – ‘#ICICIStackForCorporates’. This platform offers a comprehensive set of 360-degree digital banking solutions across 15 leading industries. Read more here.
https://t.co/qpiHjjDyXu",14,2,223.58772133694444,0.06261524522136948,0.00894503503162421
1407206763779162114,2021-06-22 05:20:11+05:30,#ICICIBankInstaEduLoan is the answer to financing your education dreams. This facility enables pre-approved customers to get an education loan of up to ₹1 crore against their fixed deposit along with the sanction letter instantly. Know more: https://t.co/iloQnquGX1 https://t.co/lgGrDU5Lse,666,27,229.75133244805556,2.8987862351160723,0.117518360883084
1407201118782857236,2021-06-22 04:57:45+05:30,"Count on your #BFHBuddies to help you bank smoothly from the comfort and safety of your home at all times.

✅iMobile Pay: https://t.co/8oiFFXOgD6
✅InstaBIZ App: https://t.co/ivrdUQZClw
✅Internet Banking: https://t.co/PwNRGaNWAY

#BankFromHome #StaySafeBankSafe https://t.co/lOQXBJinK8",740,43,230.12522133694443,3.2156405790763274,0.1868547904057866
